Product Name,Brand,Category,Cantidad de Búsquedas,Término de Búsqueda,Price,Avg. Price per Mo,Net Margin,LQS,# of Reviews,Rating,Min. Price,Net,FBA Fees,Score for PL,Score for Reselling,# of Sellers,Rank,Avg. BSR per Mo,Inventory,Est. Sales,Est. Revenue,Page Sales Share,Page Rev. Share,Rev. per Review,Profit Potential,Available from,Best Seller in ,A+,Weight,Seller Type,Variants,ASIN,URL
"Orgain - Proteína en polvo orgánica a base de plantas, vaina de vainilla, vegana, baja en carbohidratos netos, sin lácteos, sin gluten, sin lactosa, sin azúcar agregada, sin soja, kosher, sin transgénicos, 1.02 libras",Orgain,Salud y Cuidado Personal,2,Proteina Baja En Sodio | Proteina Pet Care Vegano,728,745.33,75,83,143336,4.5,728,549.03,178.97,5,7,4,407,536,4,349,259868.7,1.66%,1.31%,2,47902.87,8/26/2016,,TRUE,1.32,FBA,9,B01BGQ1HMQ,https://www.amazon.com.mx/dp/B01BGQ1HMQ
Pro Plan Vet Canine Fortiflora - Probiótico 30 x 1 g,Purina,Productos para animales,1,Proteina Pet Care,639,646.61,75,67,345,4.6,639,481.24,157.76,8,7,7,186,252,30,400,255600,3.24%,3.07%,741,27499.43,4/4/2025,,FALSE,0.13,FBA,1,B0C6CCBSGB,https://www.amazon.com.mx/dp/B0C6CCBSGB
"Inteliva Proteína Zero Carbs Colágeno en polvo y colageno hidrolizado puro. proteina sin carbohidratos sin lactosa sin azúcar, 32gr de proteína y 2gr de colágeno porción, 1kg sabor Coco Caribe",INTELIVA,Salud y Cuidado Personal,2,Proteina Nutraceutico | Proteina Sarcopenia,1070,1070,78,78,196,4.4,1070,832.03,237.97,9,0,1,670,801,14,237,253590,0.96%,1.09%,1294,197191.11,7/25/2024,,TRUE,2.62,FBA,6,B0D4679ZBG,https://www.amazon.com.mx/dp/B0D4679ZBG
"Inteliva proteina en polvo Zero Carbs Colágeno en polvo y colageno hidrolizado puro.proteina sin carbohidratos sin lactosa sin azúcar, 32gr de proteína y 2gr de colágeno porción, sabor Vainilla",INTELIVA,Salud y Cuidado Personal,1,Proteina Baja En Sodio,1070,1070,78,78,196,4.4,1070,832.01,237.99,9,0,1,670,808,30,237,253590,0.68%,0.73%,1294,197186.37,5/13/2024,,TRUE,2.62,FBA,6,B0D465544C,https://www.amazon.com.mx/dp/B0D465544C
"Hill's Science Diet Adult Light, alimento saludable para perro bajo en calorías 13.6Kg",Hill's Science Diet,Productos para animales,1,Proteina Pet Care,2349,2345.23,77,82,1453,4.6,2349,1814.19,534.81,7,4,5,552,537,19,100,234900,0.81%,2.82%,162,36283.8,1/30/2019,,TRUE,30.45,MCH,3,B07L52PTQP,https://www.amazon.com.mx/dp/B07L52PTQP
"Pedigree - High Protein Alimento para Perro Adulto, Sabor Res y Pollo, 24 Sobres, 85g c/u, con Proteína, Antioxidantes y Vitamina E",Pedigree,Productos para animales,1,Proteina Pet Care,212.9,207.66,45,86,825,4.8,212.9,96.31,116.59,5,10,4,34,27,2,1000,212900,8.11%,2.55%,258,24077.5,8/23/2022,,TRUE,4.94,MCH,1,B0BBSG79MX,https://www.amazon.com.mx/dp/B0BBSG79MX
"Birdman Falcon Performance Proteina Premium Alto Rendimiento En Polvo, 30gr proteina y 3gr Creatina por porción, Sin Inflamacion, Sin Acne, Sabor Choco Bronze | 19 servicios | 722gr",BIRDMAN,Salud y Cuidado Personal,3,Proteina Alta En Fibra Bajo En Sodio | Proteina Cosmetica | Proteina Pet Care Vegano,598.2,681.63,73,82,3163,4.6,598.2,435.47,162.73,5,7,9,360,580,232,333,211110.5,0%,0%,67,16112.39,3/10/2020,,TRUE,1.92,FBA,2,B085VM2BRL,https://www.amazon.com.mx/dp/B085VM2BRL
"Birdman Falcon Performance Proteina Premium Alto Rendimiento En Polvo, 30gr proteina y 3gr Creatina por porción, Sin Inflamacion, Sin Acne, Sabor Golden Vanilla | 19 servicios | 722gr",BIRDMAN,Salud y Cuidado Personal,2,Proteina Baja En Sodio | Proteina De Levadura,598.2,623.82,73,82,3163,4.6,598.2,435.44,162.76,5,10,3,360,579,158,334,203701.3,1.28%,0.97%,64,48478.99,3/11/2020,,TRUE,1.96,FBA,2,B085WCH3D8,https://www.amazon.com.mx/dp/B085WCH3D8
"Orgain Organic Plant Based Protein Powder, Vanilla Bean, 2.74 lb",Orgain,Salud y Cuidado Personal,2,Proteina Nutraceutico | Proteina Sarcopenia,1097.91,1100.03,78,65,354,4.5,1097.91,854.51,243.4,8,7,5,1088,1112,3,184,202390.2,0.74%,0.87%,572,31445.97,8/10/2020,,FALSE,3.11,FBA,1,B089ZJBF72,https://www.amazon.com.mx/dp/B089ZJBF72
KARDAGAR Whey Protein Isolate WPI90 Premium Alta Pureza Frutos Rojos Endulzado con Stevia Baja en Carbohidratos 1% y 26g de Proteina en polvo por porción Keto Friendly 33 servicios de 30g Envase 1Kg,KARDAGAR,Salud y Cuidado Personal,2,Proteina Alta En Fibra | Proteina Alta En Fibra Bajo En Sodio,1249,972,79,84,284,4.7,1249,984.93,264.07,8,7,4,1310,1310,6,158,197394.3,0%,0%,695,38904.74,2/22/2024,,TRUE,2.25,FBA,5,B0CWB2LGKS,https://www.amazon.com.mx/dp/B0CWB2LGKS
"Ensure Advance - en Polvo 400g, Sabor Chocolate, Fuente de Proteínas y Nutrición Completa para Adultos, Clínicamente Probado",Ensure,Salud y Cuidado Personal,1,Proteina De Levadura,318.99,317.33,67,90,1287,4.8,318.99,213.26,105.73,6,7,6,223,288,2,598,190434.6,2.29%,0.91%,148,21254.91,8/29/2022,,TRUE,1.08,MCH,1,B0BCF1KNH7,https://www.amazon.com.mx/dp/B0BCF1KNH7
"Suplemento Alimenticio, CASEC®, 300g",Casec by Boost,Salud y Cuidado Personal,1,Proteina Alta En Fibra,543.49,638.48,73,73,1545,4.8,543.49,395.51,147.98,7,10,2,472,531,0,348,189038.9,2.78%,1.5%,122,68818.74,7/14/2017,,TRUE,0.79,MCH,1,B0785NCGCK,https://www.amazon.com.mx/dp/B0785NCGCK
Proteína Pro Whey Isolate 5lbs (2.27kg) 70 servicios Diamondtech (CHOCOLATE),DIAMONDTECH,Salud y Cuidado Personal,1,Proteina Alta En Fibra Bajo En Sodio,1029,946.86,77,63,775,4.4,1029,790.8,238.2,8,7,3,913,1230,45,175,179550.8,0%,0%,232,46130,7/2/2022,,TRUE,5,FBA,7,B0B5SGQ3LJ,https://www.amazon.com.mx/dp/B0B5SGQ3LJ
"Proteína Pro Whey Isolate 5lbs (2.27kg) 70 servicios Diamondtech (5LBS, VAINILLA)",DIAMONDTECH,Salud y Cuidado Personal,2,Proteina Cosmetica | Proteina Nutraceutico,1029,1025.27,77,60,775,4.4,1029,787.29,241.71,8,0,1,913,1254,10,50,179046,0%,0%,230,136988.46,1/27/2023,,FALSE,5,FBA,7,B0F5W8JVN8,https://www.amazon.com.mx/dp/B0F5W8JVN8
Isolean 2.2 Kg / 4.8 Lb sabor Choco Brownie- 31 gr de proteina de suero de leche en polvo por porcion,ISOLEAN,Alimentos y Bebidas,2,Proteina Baja En Sodio | Proteina Cosmetica,878,759.33,75,65,159,4.5,878,657.16,220.84,9,0,1,548,620,30,200,175600,0%,0%,1104,131432,8/31/2023,,FALSE,5.71,FBA,1,B0CH48S23L,https://www.amazon.com.mx/dp/B0CH48S23L
"HS HERO SPORT Whey Protein Concentrate Sin Sabor 900 Con Enzmias digestivas. Proteina de Suero de Leche, 24g de Proteína y 6.5g de BCAA’s por Porción, 0 Azúcar Añadido, Low Carb, Non GMO.",HEROSPORTS,Salud y Cuidado Personal,3,Proteina Alta En Fibra Bajo En Sodio | Proteina De Levadura | Proteina Sarcopenia,550,550,71,76,341,4.3,550,392.61,157.39,7,0,1,613,563,603,334,174959.2,1.28%,0.84%,513,131131.74,8/21/2023,,TRUE,2.05,FBA,8,B0CGBYRJS6,https://www.amazon.com.mx/dp/B0CGBYRJS6
"Ensure Advance - en Polvo 400g, Sabor Fresa, Fuente de Proteínas y Nutrición Completa para Adultos, Clínicamente Probado",Ensure,Salud y Cuidado Personal,2,Proteina De Levadura | Proteina Sarcopenia,318.99,324.51,67,90,983,4.8,318.99,213.27,105.72,6,10,4,359,310,2,559,174285.8,2.14%,0.83%,177,29804.48,8/26/2022,,TRUE,1.1,MCH,1,B0BC543YNK,https://www.amazon.com.mx/dp/B0BC543YNK
"Birdman Falcon Performance Proteina Premium Alto Rendimiento En Polvo, 30gr proteina y 3gr Creatina por porción, Sin Inflamacion, Sin Acne, Sabor Golden Vanilla | 30 servicios | 1.14kg",BIRDMAN,Salud y Cuidado Personal,2,Proteina De Levadura | Proteina Pet Care Vegano,1064,1004.75,78,82,1425,4.6,1064,826.14,237.86,7,7,3,1734,1269,369,168,173974.5,0.64%,0.83%,122,46263.84,3/12/2020,,TRUE,2.98,FBA,1,B085WBRBHV,https://www.amazon.com.mx/dp/B085WBRBHV
"Wellthy Peas Protein Proteína Vegana de Chícharo 1.8kg. 60 Porciones por Envase, 100% Natural, 100% Plant Based, Low Carb, Gluten Free, Sugar Free, Bottle Free.",WELLTHY,Salud y Cuidado Personal,2,Proteina Alta En Fibra Bajo En Sodio | Proteina De Levadura,699,665.61,73,65,589,4.6,699,511.84,187.16,7,0,1,760,773,209,257,170800.9,0.99%,0.82%,290,131542.88,1/4/2024,,TRUE,4.03,FBA,5,B0CRM1331Q,https://www.amazon.com.mx/dp/B0CRM1331Q
"Ensure Advance - 16 Pack de 237 ml Cada Uno, Sabor Fresa, Listo para Beber, Liquido, Fuente de Proteínas de alta Calidad y Nutrición Completa para Adultos, Clínicamente Probado Con HMB",Ensure Advance,Salud y Cuidado Personal,1,Proteina Sarcopenia,786.25,1015.96,72,84,156,4.5,786.25,565.5,220.75,9,3,12,493,1338,0,185,169632.9,0.75%,0.73%,1087,8718.13,4/28/2018,,TRUE,10.32,MCH,1,B07CN97BMM,https://www.amazon.com.mx/dp/B07CN97BMM
"Dymatize Iso-100 Hydrolyzed, 1.36 kg",Dymatize,Salud y Cuidado Personal,1,Proteina Baja En Sodio,1348,1391,79,69,2927,4.7,1348,1064.47,283.53,6,4,4,2007,1786,30,120,159609.4,0.34%,0.46%,55,31934.1,8/6/2012,,FALSE,3.51,FBA,1,B006OC432E,https://www.amazon.com.mx/dp/B006OC432E
Mutant Whey 5 Lbs Sabor Vainilla Mutant.,Mutant,Salud y Cuidado Personal,1,Proteina Cosmetica,945,889.15,,69,296,4.6,945,743.43,235.57,10,7,4,1603,1202,30,300,155527,0%,0%,764,21435.56,6/16/2018,,FALSE,5.15,FBA,1,B07DTNGFK3,https://www.amazon.com.mx/dp/B07DTNGFK3
"WOMEN - MY PERFECT SHAKE® - Con 48 nutrientes + Colágeno hidrolizado, café verde, coenzima Q10, probióticos, omega 3, fibra, proteína y mucho más - Sabor Espresso Cocoa - 1 Kg",MY PERFECT SHAKE,Alimentos y Bebidas,2,Proteina Cosmetica | Proteina De Levadura,499,506.98,69,69,251,4.7,499,346.61,152.39,8,10,2,423,513,4,300,149700,1.15%,0.72%,596,51991.5,2/14/2020,,TRUE,2.54,FBA,1,B07KYW6185,https://www.amazon.com.mx/dp/B07KYW6185
KARDAGAR Whey Protein Natural Concentrado WPC80 1Kg 16.4g Proteina Sin Sabor en Polvo 1.5g Carbohidratos por porción Sin Edulcorantes Conservadores ni Aditivos Sintéticos Apoyo al Desarrollo Muscular,KARDAGAR,Salud y Cuidado Personal,1,Proteina Baja En Sodio,930,930,77,84,284,4.7,930,714.48,215.52,8,7,2,1310,1313,30,158,146940,0.45%,0.42%,517,56443.92,2/22/2022,,TRUE,2.27,FBA,5,B09T7ZQ6J3,https://www.amazon.com.mx/dp/B09T7ZQ6J3
"Dogelthy Multivitamin 20 en 1. Suplemento para Perros con con Glucosamina, Complejo B, Aceite de Krill, Vitaminas y Antioxidantes. Complemento para Croquetas o Dieta Barf Sabor Cerdo de 270g",Dogelthy,Productos para animales,1,Proteina Pet Care,729,703.14,76,82,155,4.6,729,553.27,175.73,9,0,1,375,313,30,200,145800,1.62%,1.75%,941,110654,7/9/2024,,TRUE,0.73,FBA,1,B0D96PPC4N,https://www.amazon.com.mx/dp/B0D96PPC4N
"Hill's Science Diet Small Bites, alimento saludable para perro adulto bocados pequeños 6.8Kg",Hill's Science Diet,Productos para animales,1,Proteina Pet Care,1440,1447.4,76,86,8632,4.8,1440,1099.96,340.04,5,4,5,546,723,0,100,144000,0.81%,1.73%,17,21999.2,2/7/2019,,TRUE,15.5,MCH,2,B07L5FF4W3,https://www.amazon.com.mx/dp/B07L5FF4W3
"HABITS BY NOT A FANCY KITCHEN - 1220 g Proteína Vegana en Polvo - 23.5 g de Proteína Por Porción - KETO Friendly, Libre de Gluten, Sin Azúcares Añadidos, Fuente de BCAAs, No GMO 40 Porciones Sabor Vainilla",HABITS BY NOT A FANCY KITCHEN,Alimentos y Bebidas,4,Proteina Cosmetica | Proteina Nutraceutico | Proteina Pet Care Vegano | Proteina Sarcopenia,1405,1285.85,79,86,65,4.8,1405,1115.22,289.78,9,7,2,584,4285,30,100,140500,0.4%,0.6%,2162,55761,3/6/2024,,TRUE,3.13,FBA,1,B0CXF9ZMJG,https://www.amazon.com.mx/dp/B0CXF9ZMJG
"Dogelthy Skin & Coat. Suplemento para Piel y Pelaje para Perro Hecho a Base de Aceite de Pescado, Vitamina C/E, Complejo B, Zinc y más. Complemento para Croquetas o Dieta Barf Sabor a Pescado 270g",Dogelthy,Productos para animales,2,Proteina Pet Care | Proteina Pet Care Vegano,699,624.14,76,80,364,4.5,699,527.77,171.23,7,0,1,442,319,30,200,139800,0.95%,0.71%,384,105554,8/8/2023,,TRUE,0.75,FBA,1,B0CF633YRT,https://www.amazon.com.mx/dp/B0CF633YRT
"Fairlife Nutrition Plan Batido de chocolate con alto contenido de proteínas, 12 unidades.",Fair Life,Salud y Cuidado Personal,4,Proteina Baja En Sodio | Proteina De Levadura | Proteina Nutraceutico | Proteina Sarcopenia,686.65,959.07,70,58,58,4.5,686.65,481.12,205.53,9,7,6,1121,1004,30,202,138703.3,0.77%,0.66%,2391,16197.71,2/12/2019,,FALSE,10.19,MCH,1,B07T4LT45H,https://www.amazon.com.mx/dp/B07T4LT45H
"Proteína Pro Whey Isolate 3LBS 1.5KGS 47 servicios Diamondtech (3LBS, COOKIES AND CREAM)",DIAMONDTECH,Salud y Cuidado Personal,1,Proteina Pet Care,829,829,75,64,775,4.4,829,622.64,206.36,8,0,1,913,1430,3,160,132640,1.3%,1.59%,171,99622.4,1/27/2023,,FALSE,3.31,FBA,7,B0F7R37R1N,https://www.amazon.com.mx/dp/B0F7R37R1N
"Premier Protein Batido de alto contenido en proteínas, chocolate, 11 onzas líquidas (paquete de 15)",Premier Protein,Salud y Cuidado Personal,2,Proteina Nutraceutico | Proteina Sarcopenia,890,1010.72,73,70,53,4.5,890,645.37,244.63,9,4,7,1662,1445,18,145,127802.1,0.59%,0.55%,2411,13368.38,8/2/2023,,FALSE,12.32,FBA,1,B08P594ZD6,https://www.amazon.com.mx/dp/B08P594ZD6
Virbac Nutri-plus Gel Vitaminas Esenciales Minerales y Elemento Rastro para Perro y Gato 120 g,Virbac,Productos para animales,1,Proteina Pet Care,315,331.13,68,87,94,4.7,315,214.43,100.57,9,7,4,180,184,30,400,126000,3.24%,1.51%,1340,21443,9/7/2015,,FALSE,0.31,FBA,1,B00NLMJ6F4,https://www.amazon.com.mx/dp/B00NLMJ6F4
"Birdman Falcon Protein Proteina Vegetal Organica En Polvo (Vegana) Certificada USDA, 24gr Proteina por porción, Sin inflamacion, Sin acne, Sabor Natural | 39 servicios | 1.170kg",BIRDMAN,Salud y Cuidado Personal,2,Proteina Baja En Sodio | Proteina De Levadura,1069,961.35,78,89,505,4.7,1069,830.81,238.19,7,7,3,1983,1707,277,120,122837.2,0.46%,0.59%,243,33232.4,9/9/2017,,FALSE,2.93,FBA,1,B06XMQZ347,https://www.amazon.com.mx/dp/B06XMQZ347
"BIRDMAN Parrot Greens & Protein Super Alimento, Colacion De Verdes + Proteina En Polvo (Vegana) Certificado Kosher, Alto En Fibra Vitamina A, C, B9, Sabor Matcha | 30 Porciones | 900gr",BIRDMAN,Salud y Cuidado Personal,1,Proteina Alta En Fibra,745.5,748,75,84,535,4.7,745.5,558.2,187.3,7,7,3,1074,1305,77,162,120976.4,1.3%,0.96%,226,30142.8,9/24/2018,,TRUE,2.25,FBA,4,B07JKVNGKX,https://www.amazon.com.mx/dp/B07JKVNGKX
"43 SUPPLEMENTS | Proteína ZERO Hidrolizada sabor Chocolate, Fresa y Galleta de 2.4 Kg | Cero Azúcar | Cero Carbohidratos (Fresa)",43 Supplements,Salud y Cuidado Personal,2,Proteina Alta En Fibra Bajo En Sodio | Proteina Cosmetica,579,548.21,69,60,767,4.2,579,401.65,177.35,7,7,3,936,936,30,210,120551.7,0%,0%,157,28115.5,3/1/2023,,FALSE,6.19,FBA,4,B0BXBRQR78,https://www.amazon.com.mx/dp/B0BXBRQR78
"Scifit | Proteína Whey | 24 g de Proteína | 100% Whey Protein | 61 Servicios | Sabor Helado de Chocolate| Post Entrenamiento | Bajo en Carbs | 5lb (2,27 kg)",SCIFIT,Salud y Cuidado Personal,1,Proteina Baja En Sodio,1299,1199,78,85,387,4.7,1299,1015.64,283.36,7,0,1,2375,2489,4,84,113782.1,0.24%,0.33%,294,85313.76,2/7/2021,,FALSE,5.56,FBA,1,B08W6PTG8D,https://www.amazon.com.mx/dp/B08W6PTG8D
MuscleMeds Carnivor 4 Lb Chocolate / Proteina de carne,MuscleMeds,Salud y Cuidado Personal,2,Proteina Nutraceutico | Proteina Sarcopenia,1149,999,78,65,104,4.6,1149,890.56,258.44,10,7,3,1778,2060,30,99,112012.3,0.4%,0.48%,1077,29388.48,11/9/2023,,FALSE,4.87,FBA,1,B0CN3S6GWG,https://www.amazon.com.mx/dp/B0CN3S6GWG
"KING PROTEIN | Aislado de suero de leche puro y sin sabor con monohidrato de creatina | 23 g de proteína, 5 g de creatina y BCAA | Sin carbohidratos, conservantes, soja ni gluten | 900 g, 30 raciones",KING Protein,Salud y Cuidado Personal,3,Proteina Cosmetica | Proteina Nutraceutico | Proteina Sarcopenia,920,890,77,84,78,4.7,920,707.32,212.68,9,0,1,1324,1680,492,121,111320,0.49%,0.48%,1427,85585.72,9/27/2023,,TRUE,2.05,FBA,1,B0CK3NQG44,https://www.amazon.com.mx/dp/B0CK3NQG44
"Inteliva proteína zero carb proteina en polvo zero carb g free proteina whey sin carbohidratos, sin lactosa y azúcar, 1kg para perder grasa(1 kg, Fresa Silvestre)",INTELIVA,Salud y Cuidado Personal,2,Proteina Alta En Fibra Bajo En Sodio | Proteina Sarcopenia,1070,1070,78,80,71,4.5,1070,832,238,9,0,1,1542,1958,9,104,111280,0.42%,0.48%,1567,86528,7/25/2024,,TRUE,2.62,FBA,6,B0D466P49Z,https://www.amazon.com.mx/dp/B0D466P49Z
"Inteliva proteína zero carb proteina en polvo zero carb g free proteina whey sin carbohidratos, sin lactosa y azúcar, 1kg para perder grasa (1 kg, Rol de Canela)",INTELIVA,Salud y Cuidado Personal,1,Proteina De Levadura,1070,1070,78,80,71,4.5,1070,832.01,237.99,9,0,1,1542,1984,9,104,111280,0.4%,0.53%,1567,86529.04,7/25/2024,,TRUE,2.62,FBA,6,B0D466HPN9,https://www.amazon.com.mx/dp/B0D466HPN9
"Diamond Pet Foods - Alimento seco 8+18 Naturals para perros mayores de 8 años, fórmula de pollo y arroz, bolsa de 18 libras",DIAMOND NATURALS,Productos para animales,1,Proteina Pet Care,1089,1098.94,73,69,3779,4.7,1089,789.76,299.24,5,4,8,690,707,10,100,108900,0.81%,1.31%,29,9872,8/7/2012,,TRUE,18.49,MCH,2,B000WFKNLE,https://www.amazon.com.mx/dp/B000WFKNLE
"EVOLUTION, Proteína de Suero de Leche, WP100, Whey Protein, 18 Aminoácidos, Sin Gluten, Sugar Free, Post Workout, Sabor Frappucino, 93.3 Porciones, 2800g",ENC EVOLUTION NUTRACEUTICAL COMPANY,Alimentos y Bebidas,1,Proteina Baja En Sodio,2107,1748.42,81,86,197,4.8,2107,1697.79,409.21,8,0,1,909,2266,56,50,105350,0.14%,0.3%,535,84889.5,8/30/2021,,TRUE,6.94,FBA,1,B09F7VYQ8D,https://www.amazon.com.mx/dp/B09F7VYQ8D
"Inteliva proteína zero carb keto proteina en polvo zero carb g free proteina whey sin carbohidratos, sin lactosa y azúcar, 1kg para perder grasa (1 kg, Coco Caribe)",INTELIVA,Salud y Cuidado Personal,1,Proteina Baja En Sodio,1070,1070,78,80,71,4.5,1070,831.94,238.06,9,0,1,1542,2028,16,97,103790,0.28%,0.3%,1462,80698.18,5/13/2024,,TRUE,2.65,FBA,6,B0D466JR2D,https://www.amazon.com.mx/dp/B0D466JR2D
"Nestlé Health Science Boost Alto en Proteína Suplemento Alimenticio Sabor Fresa, Caja de 12 piezas de 330ml c/u",Nestlé Health Science,Alimentos y Bebidas,1,Proteina De Levadura,503.7,567.72,65,75,105,4.7,503.7,325.79,177.91,9,7,2,330,623,0,200,100740,0.77%,0.48%,959,32579,6/27/2023,,FALSE,10.27,MCH,1,B0C9PJT16K,https://www.amazon.com.mx/dp/B0C9PJT16K
"Wellthy Proteina Vegana 900g Sabor Natural. 25g de Proteína por Porción, Gluten Free, Sugar Free, Plant Based.",Bio Nutrients,Salud y Cuidado Personal,2,Proteina Alta En Fibra | Proteina Sarcopenia,399,447.04,69,83,589,4.6,399,275.09,123.91,7,0,1,760,772,434,257,100420.5,1.04%,0.43%,170,70698.13,11/13/2018,,FALSE,2.03,FBA,5,B07KPP9T58,https://www.amazon.com.mx/dp/B07KPP9T58
"Forzagen | Proteína Forzawhey-Pro | 25 g de Proteína | 100% Whey Protein | 69 Servicios | Sabor Chocolate | Post Entrenamiento | Bajo en Carbs | 5lb (2,27 kg)",Forzagen,Salud y Cuidado Personal,1,Proteina Alta En Fibra Bajo En Sodio,1349,1302.97,78,82,662,4.6,1349,1058.21,290.79,7,0,1,2644,3092,5,71,100045.2,0%,0%,151,75132.91,6/7/2020,,TRUE,5.58,FBA,2,B089V25H79,https://www.amazon.com.mx/dp/B089V25H79
"EVOLUTION, Proteína de Suero de Leche, WP100, Whey Protein, 18 Aminoácidos, Sin Gluten, Sugar Free, Post Workout, Sabor Chocolate, 24.4 Porciones, 800g",ENC EVOLUTION NUTRACEUTICAL COMPANY,Salud y Cuidado Personal,2,Proteina Baja En Sodio | Proteina De Levadura,718,605.54,75,84,748,4.7,718,536.15,181.85,7,0,1,2134,1632,10,135,94226.02,0.52%,0.45%,126,72380.25,12/30/2019,,TRUE,2.03,FBA,1,B09VNKQMLY,https://www.amazon.com.mx/dp/B09VNKQMLY
"MATTER SMART NUTRIENTS - Total Beauty Sacha Inchi Proteína Vegana con Probióticos, Enzimas y Ácido Alfa Lipoico, Sabor Chocomenta, 700 g",MATTER SMART NUTRIENTS,Salud y Cuidado Personal,2,Proteina Nutraceutico | Proteina Sarcopenia,850,729.92,76,80,97,4.5,850,649.61,200.39,9,0,1,1910,2105,10,108,90525.97,0.44%,0.39%,933,70157.88,4/14/2024,,TRUE,1.83,FBA,3,B0D1S923M6,https://www.amazon.com.mx/dp/B0D1S923M6
Isolean 2.2 Kg / 4.8 Lb sabor Cookies and Cream - 31 gr de proteina de suero de leche en polvo por porcion,ISOLEAN,Alimentos y Bebidas,1,Proteina Nutraceutico,878,878.88,75,63,106,4.4,878,657.28,220.72,10,7,2,1210,1370,30,100,87800,0.43%,0.33%,828,32864,1/9/2023,,FALSE,5.69,FBA,1,B0CL992RW7,https://www.amazon.com.mx/dp/B0CL992RW7
Isolean 2.2 Kg / 4.8 Lb sabor Nieve de Nuez - 31 gr de proteina de suero de leche en polvo por porcion,ISOLEAN,Alimentos y Bebidas,1,Proteina Nutraceutico,878,806.3,75,65,132,4.5,878,657.21,220.79,9,7,2,1763,1256,30,100,87800,0.43%,0.33%,665,32860.5,8/31/2023,,FALSE,5.67,FBA,1,B0CH31VFTM,https://www.amazon.com.mx/dp/B0CH31VFTM
NLS ESSENTIALS | PROTEÍNA DE SUERO DE LECHE PURA | Whey | Sin sabor | Sin azúcar | Sin aditivos | 1 solo ingrediente | WPC 500grs | Whey protein powder,NLS ESSENTIALS,Salud y Cuidado Personal,3,Proteina Baja En Sodio | Proteina Cosmetica | Proteina Sarcopenia,420,357.68,71,80,787,4.5,420,297.3,122.7,6,0,1,1120,883,100,225,85734.18,0.91%,0.37%,109,66892.5,11/30/2021,,TRUE,1.32,FBA,1,B09N45SQH6,https://www.amazon.com.mx/dp/B09N45SQH6
B-FIT B Just Protein 1kg - 33 servicios de Proteína en Polvo 100% Pura - Proteina Aislada de Suero de Leche - Suplemento Alimenticio ideal para Deportistas - Sin Sabor - Bottle Free,B-FIT B,Salud y Cuidado Personal,5,Proteina Alta En Fibra Bajo En Sodio | Proteina Baja En Sodio | Proteina De Levadura | Proteina Nutraceutico | Proteina Sarcopenia,1245,1245,79,82,50,4.6,1245,981.77,263.23,9,0,1,4199,3092,10,69,82336.5,0.26%,0.39%,1647,67742.13,4/8/2023,,TRUE,2.27,FBA,1,B0C21K27SS,https://www.amazon.com.mx/dp/B0C21K27SS
"Scifit | Proteína Whey | 24 g de Proteína | 100% Whey Protein | 61 Servicios | Sabor Vainilla | Post Entrenamiento | Bajo en Carbs | 5lb (2,27 kg)",SCIFIT,Salud y Cuidado Personal,1,Proteina Baja En Sodio,1299,1247.56,78,82,353,4.6,1299,1015.45,283.55,8,0,1,3772,4015,4,59,79805.1,0.17%,0.23%,226,59911.55,2/7/2021,,TRUE,5.6,FBA,1,B08W7GY7BZ,https://www.amazon.com.mx/dp/B08W7GY7BZ
"Salerm 21 B5 Silk Protein, 6.9 Ounce",SALERM,Belleza,1,Proteina Cosmetica,398.9,398.9,71,71,7379,4.7,398.9,284.28,114.62,5,4,9,2066,1775,4,200,79780,0%,0%,11,6317.33,8/7/2012,,TRUE,0.49,FBA,2,B000TFADXA,https://www.amazon.com.mx/dp/B000TFADXA
"Ensure Clásico - en Polvo Sabor Fresa, 400g, Alimentación Especializada con Vitaminas, Proteínas y Prebióticos, Clínicamente Probado",Ensure,Salud y Cuidado Personal,1,Proteina De Levadura,337.5,302,68,88,641,4.8,337.5,228.98,108.52,6,7,5,1165,842,2,247,79454.16,0.95%,0.38%,124,11311.61,4/29/2018,,TRUE,1.1,MCH,1,B07CN9791B,https://www.amazon.com.mx/dp/B07CN9791B
BIRDMAN Peacock Proteína Vegana Todo en Uno | 11 Vitaminas | Omega 3 | Fibra | Enzimas Digestivas | Adaptógenos | MCT Oil | Superalimentos | Zinc | Sin Gluten | Coco Vainilla | 21 Porciones | 882gr,BIRDMAN,Salud y Cuidado Personal,2,Proteina Alta En Fibra | Proteina Baja En Sodio,1069,1068,78,87,494,4.7,1069,832.87,236.13,7,7,2,2951,2742,102,75,78111,0.6%,0.62%,158,31232.63,8/17/2019,,TRUE,2.27,FBA,2,B07X31BK4F,https://www.amazon.com.mx/dp/B07X31BK4F
"Waggys Bites para Perros Y Gatos - Premios para Entrenamiento, 100% Naturales, Libres de Granos y Altos en Proteína - Adicionados con Camote y Cúrcuma - 100 Premios Suaves. (1 Pack) (Salmón Perros)",Waggys,Productos para animales,1,Proteina Pet Care Vegano,155,160.5,52,80,341,4.5,155,80.54,74.46,6,10,3,104,103,10,500,77500,2.38%,0.39%,227,13423.33,9/27/2023,,TRUE,0.22,FBA,3,B0CK32S653,https://www.amazon.com.mx/dp/B0CK32S653
